"Timestamp","Latency (ms)"
"2023-08-23T12:58:49.367257","1000"
"2023-08-23T12:58:50.617701","1000"
"2023-08-23T12:58:51.923931","1000"
"2023-08-23T12:58:53.175411","1000"
"2023-08-23T12:58:54.416979","1001"
"2023-08-23T12:58:55.654977","1000"
"2023-08-23T12:58:56.900373","1000"
"2023-08-23T12:58:58.134702","1000"
"2023-08-23T12:58:59.344528","1000"
"2023-08-23T12:59:00.576093","1000"
"2023-08-23T12:59:01.769342","1001"
"2023-08-23T12:59:02.986883","1000"
"2023-08-23T12:59:04.192651","1001"
"2023-08-23T12:59:05.379699","1001"
"2023-08-23T12:59:06.599993","1000"
"2023-08-23T12:59:07.848916","1001"
"2023-08-23T12:59:09.030988","1000"
"2023-08-23T12:59:10.210449","1000"
"2023-08-23T12:59:11.454905","1000"
"2023-08-23T12:59:12.643194","1000"
"2023-08-23T12:59:13.827814","1001"
"2023-08-23T12:59:15.029910","1000"
"2023-08-23T12:59:16.239875","1000"
"2023-08-23T12:59:17.430663","1000"
"2023-08-23T12:59:18.660996","1000"
"2023-08-23T12:59:19.883765","1001"
"2023-08-23T12:59:21.106361","1000"
"2023-08-23T12:59:22.292327","1000"
"2023-08-23T12:59:23.484831","1000"
"2023-08-23T12:59:24.706102","1000"
"2023-08-23T12:59:25.904692","1000"
"2023-08-23T12:59:27.106997","1000"
"2023-08-23T12:59:28.325937","1000"
"2023-08-23T12:59:29.524959","1000"
"2023-08-23T12:59:30.717554","1000"
"2023-08-23T12:59:31.920445","1000"
"2023-08-23T12:59:33.087666","1001"
"2023-08-23T12:59:34.313435","1000"
"2023-08-23T12:59:35.536471","1000"
"2023-08-23T12:59:36.735581","1001"
"2023-08-23T12:59:37.928081","1000"
"2023-08-23T12:59:39.149806","1000"
"2023-08-23T12:59:40.354047","1000"
"2023-08-23T12:59:41.523736","1001"
"2023-08-23T12:59:42.720011","1000"
"2023-08-23T12:59:43.912786","1000"
"2023-08-23T12:59:45.115905","1001"
"2023-08-23T12:59:46.288148","1000"
"2023-08-23T12:59:47.530883","1001"
"2023-08-23T12:59:48.787940","1000"
"2023-08-23T12:59:49.976872","1000"
"2023-08-23T12:59:51.177368","1001"
"2023-08-23T12:59:52.349574","1000"
"2023-08-23T12:59:53.541392","1001"
"2023-08-23T12:59:54.724013","1000"
"2023-08-23T12:59:55.908067","1000"
"2023-08-23T12:59:57.078976","1000"
"2023-08-23T12:59:58.275939","1000"
"2023-08-23T12:59:59.468365","1000"
"2023-08-23T13:00:00.675596","1000"
"2023-08-23T13:00:01.873559","1000"
"2023-08-23T13:00:03.061110","1000"
"2023-08-23T13:00:04.259986","1000"
"2023-08-23T13:00:05.442925","1000"
"2023-08-23T13:00:06.663622","1000"
"2023-08-23T13:00:07.862225","1000"
"2023-08-23T13:00:09.043628","1001"
"2023-08-23T13:00:10.236978","1001"
"2023-08-23T13:00:11.447552","1000"
"2023-08-23T13:00:12.640901","1000"
"2023-08-23T13:00:13.823357","1000"
"2023-08-23T13:00:15.021430","1000"
"2023-08-23T13:00:16.213646","1000"
"2023-08-23T13:00:17.397091","994"
"2023-08-23T13:00:18.601952","1000"
"2023-08-23T13:00:19.798922","1001"
"2023-08-23T13:00:20.991007","1000"
"2023-08-23T13:06:22.186312","181007"
"2023-08-23T13:06:23.376047","1001"
"2023-08-23T13:06:24.578965","1000"
"2023-08-23T13:06:25.743551","1000"
"2023-08-23T13:06:26.933419","1001"
"2023-08-23T13:06:28.118161","1001"
"2023-08-23T13:06:29.324763","1000"
"2023-08-23T13:06:30.521804","1000"
"2023-08-23T13:06:31.722039","1000"
"2023-08-23T13:06:32.904136","1000"
"2023-08-23T13:06:34.093896","1000"
"2023-08-23T13:06:35.289616","1001"
"2023-08-23T13:06:36.481826","1000"
"2023-08-23T13:06:37.678370","1000"
"2023-08-23T13:06:38.878666","1000"
"2023-08-23T13:06:40.059970","1000"
"2023-08-23T13:06:41.262659","1001"
"2023-08-23T13:06:42.478083","1000"
"2023-08-23T13:06:43.678362","1001"
"2023-08-23T13:06:44.861664","1000"
"2023-08-23T13:06:46.056521","1000"
"2023-08-23T13:06:47.245604","1000"
"2023-08-23T13:06:48.422649","1000"
"2023-08-23T13:06:49.608177","1000"
"2023-08-23T13:06:50.809352","1000"
"2023-08-23T13:06:51.997791","1000"
"2023-08-23T13:06:53.200837","1000"
"2023-08-23T13:06:54.375380","1001"
"2023-08-23T13:06:55.567078","1001"
"2023-08-23T13:06:56.752163","1000"
"2023-08-23T13:06:57.942846","1000"
"2023-08-23T13:06:59.167481","1000"
"2023-08-23T13:07:00.343389","1000"
"2023-08-23T13:07:01.534618","1001"
"2023-08-23T13:07:02.726286","1001"
"2023-08-23T13:07:03.901449","1000"
"2023-08-23T13:07:05.087914","1000"
"2023-08-23T13:07:06.255111","1000"
"2023-08-23T13:07:07.451845","1000"
"2023-08-23T13:07:08.649603","1000"
"2023-08-23T13:07:09.813515","1000"
"2023-08-23T13:07:11.010079","1001"
"2023-08-23T13:07:12.202083","1000"
"2023-08-23T13:07:13.395208","1000"
"2023-08-23T13:07:14.579694","1000"
"2023-08-23T13:07:15.752957","1000"
"2023-08-23T13:07:16.942476","998"
"2023-08-23T13:07:18.127214","1000"
"2023-08-23T13:07:19.323222","1001"
"2023-08-23T13:07:20.514434","1000"
"2023-08-23T13:07:21.689983","1000"
"2023-08-23T13:07:22.885919","1000"
"2023-08-23T13:07:24.065833","1001"
"2023-08-23T13:07:25.246648","1001"
"2023-08-23T13:07:26.424222","1000"
"2023-08-23T13:07:27.605465","1000"
"2023-08-23T13:07:28.794974","1000"
"2023-08-23T13:07:29.975986","1000"
"2023-08-23T13:07:31.195209","1000"
"2023-08-23T13:07:32.375097","1000"
"2023-08-23T13:07:33.547051","1000"
"2023-08-23T13:07:34.726161","1000"
"2023-08-23T13:07:35.915372","1000"
"2023-08-23T13:07:37.106331","1000"
"2023-08-23T13:07:38.289499","1001"
"2023-08-23T13:07:39.491429","1001"
"2023-08-23T13:07:40.683262","1001"
"2023-08-23T13:07:41.880505","1000"
"2023-08-23T13:07:43.073448","1000"
"2023-08-23T13:07:44.238442","1000"
"2023-08-23T13:07:45.434543","1000"
"2023-08-23T13:07:46.634898","1004"
"2023-08-23T13:07:47.909990","1000"
"2023-08-23T13:07:49.125041","1001"
"2023-08-23T13:07:50.286496","1001"
"2023-08-23T13:07:51.502574","1000"
"2023-08-23T13:07:52.683138","1001"
"2023-08-23T13:07:53.890753","1000"
"2023-08-23T13:07:55.060543","1001"
"2023-08-23T13:07:56.236153","1001"
"2023-08-23T13:07:57.466213","1000"
"2023-08-23T13:07:58.637219","1001"
"2023-08-23T13:07:59.817062","1000"
"2023-08-23T13:08:01.039318","1000"
"2023-08-23T13:08:02.218694","1001"
"2023-08-23T13:08:03.398511","1000"
"2023-08-23T13:08:04.546596","1001"
"2023-08-23T13:08:05.767983","1000"
"2023-08-23T13:08:06.931641","1000"
"2023-08-23T13:08:08.110767","1000"
"2023-08-23T13:08:09.289279","1000"
"2023-08-23T13:08:10.452653","1000"
"2023-08-23T13:08:11.647196","1000"
"2023-08-23T13:08:12.818037","1001"
"2023-08-23T13:08:13.999746","1000"
"2023-08-23T13:08:15.183531","1000"
"2023-08-23T13:08:16.359078","1000"
"2023-08-23T13:08:17.745059","1000"
"2023-08-23T13:08:18.932441","1000"
"2023-08-23T13:08:20.100593","1001"
"2023-08-23T13:08:21.264027","1001"
"2023-08-23T13:08:22.457567","1000"
"2023-08-23T13:08:23.647474","1000"
"2023-08-23T13:08:24.808788","1001"
"2023-08-23T13:08:25.991146","1000"
"2023-08-23T13:08:27.148272","1001"
"2023-08-23T13:08:28.341507","1000"
"2023-08-23T13:08:29.525473","1001"
"2023-08-23T13:08:30.703617","1000"
"2023-08-23T13:08:31.905106","1000"
"2023-08-23T13:08:33.077604","1001"
"2023-08-23T13:08:34.246105","1000"
"2023-08-23T13:08:35.433130","1000"
"2023-08-23T13:08:36.610648","1000"
"2023-08-23T13:08:37.797027","1000"
"2023-08-23T13:08:38.998451","1000"
"2023-08-23T13:08:40.188008","1001"
"2023-08-23T13:08:41.361595","1000"
"2023-08-23T13:08:42.537496","1000"
"2023-08-23T13:08:43.712033","1001"
"2023-08-23T13:08:44.894375","1000"
"2023-08-23T13:08:46.064809","1000"
"2023-08-23T13:08:47.267024","1000"
"2023-08-23T13:08:48.455931","1000"
"2023-08-23T13:08:49.632220","1000"
"2023-08-23T13:14:50.810001","180993"
"2023-08-23T13:14:52.065177","1000"
"2023-08-23T13:14:53.328870","1000"
"2023-08-23T13:14:54.532640","1000"
"2023-08-23T13:14:55.718967","1000"
"2023-08-23T13:14:56.914515","1000"
"2023-08-23T13:14:58.092120","1000"
"2023-08-23T13:14:59.303389","1000"
"2023-08-23T13:15:00.484830","1000"
"2023-08-23T13:15:01.653806","1000"
"2023-08-23T13:15:02.815678","1001"
"2023-08-23T13:15:04.011156","1000"
"2023-08-23T13:15:05.182573","1000"
"2023-08-23T13:15:06.375869","1000"
"2023-08-23T13:15:07.545196","1000"
"2023-08-23T13:15:08.709520","1000"
"2023-08-23T13:15:09.898020","1000"
"2023-08-23T13:15:11.080303","1000"
"2023-08-23T13:15:12.264835","1000"
"2023-08-23T13:15:13.441303","1000"
"2023-08-23T13:15:14.641343","1000"
"2023-08-23T13:15:15.812613","1000"
"2023-08-23T13:15:16.999941","1000"
"2023-08-23T13:15:18.173701","1000"
"2023-08-23T13:15:19.360300","1001"
"2023-08-23T13:15:20.547781","1000"
"2023-08-23T13:15:21.732183","1000"
"2023-08-23T13:15:22.940370","1000"
"2023-08-23T13:15:24.112017","1000"
"2023-08-23T13:15:25.288202","1001"
"2023-08-23T13:15:26.455428","1000"
"2023-08-23T13:15:27.624","1001"
"2023-08-23T13:15:28.783607","1001"
"2023-08-23T13:15:29.963348","1000"
"2023-08-23T13:15:31.130532","1000"
